Store Group,Transaction Date,Business,Category,Main Category,Sub Category,Item ID,Product,Sale Quantity,Sales Value,Day,Cost,Sales
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0189,Peach,14,268.38,Wednesday,19.17,268.38
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0190,Spinach,19,1603.98,Monday,84.42,1603.98
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0191,Plum,1,93.84,Saturday,93.84,93.84
FreshMart Group,2025-01-12,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0192,Cabbage,16,1031.36,Sunday,64.46,1031.36
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0193,Carrot,17,1172.66,Thursday,68.98,1172.66
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0194,Lemon,11,911.79,Tuesday,82.89,911.79
FreshMart Group,2025-01-26,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0195,Plum,17,1235.05,Sunday,72.65,1235.05
FreshMart Group,2025-02-11,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0196,Peach,9,684.63,Tuesday,76.07,684.63
FreshMart Group,2025-02-11,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0197,Bottle Gourd,18,1390.86,Tuesday,77.27,1390.86
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0198,Peach,6,85.26,Tuesday,14.21,85.26
FreshMart Group,2025-02-09,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0199,Lettuce,12,358.68,Sunday,29.89,358.68
FreshMart Group,2025-01-05,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0200,Carrot,15,880.95,Sunday,58.73,880.95
FreshMart Group,2025-01-31,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0201,Spinach,8,649.12,Friday,81.14,649.12
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0202,Mango,13,166.14,Wednesday,12.78,166.14
FreshMart Group,2025-01-17,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0203,Lettuce,19,429.21,Friday,22.59,429.21
FreshMart Group,2025-02-01,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0204,Lemon,3,163.41,Saturday,54.47,163.41
FreshMart Group,2025-02-27,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0205,Peach,18,828.36,Thursday,46.02,828.36
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0206,Plum,1,69.64,Wednesday,69.64,69.64
FreshMart Group,2025-01-28,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0207,Beetroot,12,1152.96,Tuesday,96.08,1152.96
FreshMart Group,2025-03-02,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0208,Mosambi,17,452.03,Sunday,26.59,452.03
FreshMart Group,2025-02-04,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0209,Cabbage,5,292.15,Tuesday,58.43,292.15
FreshMart Group,2025-01-01,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0210,Plum,20,1041.6,Wednesday,52.08,1041.6
FreshMart Group,2025-02-26,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0211,Peach,19,714.59,Wednesday,37.61,714.59
FreshMart Group,2025-01-12,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0212,Strawberry,9,247.86,Sunday,27.54,247.86
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0213,Orange,17,772.82,Thursday,45.46,772.82
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0214,Plum,17,220.66,Thursday,12.98,220.66
FreshMart Group,2025-02-25,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0215,Lettuce,19,1628.3,Tuesday,85.7,1628.3
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0216,Lettuce,8,177.76,Tuesday,22.22,177.76
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0217,Peach,7,325.08,Monday,46.44,325.08
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0218,Lettuce,17,1281.63,Saturday,75.39,1281.63
FreshMart Group,2025-01-17,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0219,Banana,13,147.68,Friday,11.36,147.68
FreshMart Group,2025-01-16,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0220,Peach,4,261.68,Thursday,65.42,261.68
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0221,Cauliflower,9,466.02,Saturday,51.78,466.02
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0222,Cauliflower,16,1443.68,Saturday,90.23,1443.68
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0223,Lemon,7,513.31,Wednesday,73.33,513.31
FreshMart Group,2025-02-21,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0224,Pineapple,19,1008.52,Friday,53.08,1008.52
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0225,Spinach,15,757.2,Thursday,50.48,757.2
FreshMart Group,2025-01-03,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0226,Spinach,19,1055.83,Friday,55.57,1055.83
FreshMart Group,2025-02-08,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0227,Orange,6,269.94,Saturday,44.99,269.94
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0228,Cabbage,18,260.1,Thursday,14.45,260.1
FreshMart Group,2025-01-15,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0229,Orange,15,1331.7,Wednesday,88.78,1331.7
FreshMart Group,2025-01-30,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0230,Potato,15,374.4,Thursday,24.96,374.4
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0231,Lettuce,1,15.68,Thursday,15.68,15.68
FreshMart Group,2025-02-25,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0232,Spinach,14,548.94,Tuesday,39.21,548.94
FreshMart Group,2025-02-23,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0233,Cabbage,15,464.25,Sunday,30.95,464.25
FreshMart Group,2025-01-01,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0234,Mosambi,11,346.5,Wednesday,31.5,346.5
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0235,Spinach,1,67.15,Thursday,67.15,67.15
FreshMart Group,2025-02-11,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0236,Cabbage,11,920.04,Tuesday,83.64,920.04
FreshMart Group,2025-01-16,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0237,Pumpkin,1,13.0,Thursday,13.0,13.0
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0238,Mango,1,87.07,Thursday,87.07,87.07
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0239,Mango,16,892.16,Thursday,55.76,892.16
FreshMart Group,2025-01-10,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0240,Orange,10,643.8,Friday,64.38,643.8
FreshMart Group,2025-01-07,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0241,Beetroot,8,258.72,Tuesday,32.34,258.72
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0242,Spinach,3,247.8,Saturday,82.6,247.8
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0243,Mosambi,9,822.06,Thursday,91.34,822.06
FreshMart Group,2025-01-19,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0244,Bottle Gourd,17,1401.65,Sunday,82.45,1401.65
FreshMart Group,2025-02-10,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0245,Strawberry,9,518.4,Monday,57.6,518.4
FreshMart Group,2025-01-04,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0246,Spinach,19,557.65,Saturday,29.35,557.65
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0247,Bottle Gourd,4,350.72,Thursday,87.68,350.72
FreshMart Group,2025-02-10,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0248,Mosambi,15,251.25,Monday,16.75,251.25
FreshMart Group,2025-01-05,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0249,Cabbage,2,41.9,Sunday,20.95,41.9
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0250,Spinach,9,482.76,Friday,53.64,482.76
FreshMart Group,2025-03-01,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0251,Pineapple,15,1173.0,Saturday,78.2,1173.0
FreshMart Group,2025-02-12,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0252,Orange,11,1088.56,Wednesday,98.96,1088.56
FreshMart Group,2025-02-28,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0253,Bottle Gourd,5,190.4,Friday,38.08,190.4
FreshMart Group,2025-01-15,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0254,Plum,7,461.58,Wednesday,65.94,461.58
FreshMart Group,2025-01-14,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0255,Spinach,16,493.28,Tuesday,30.83,493.28
FreshMart Group,2025-01-04,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0256,Pumpkin,5,385.75,Saturday,77.15,385.75
FreshMart Group,2025-02-28,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0257,Blueberry,11,480.04,Friday,43.64,480.04
FreshMart Group,2025-02-07,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0258,Cauliflower,10,819.2,Friday,81.92,819.2
FreshMart Group,2025-02-15,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0259,Pumpkin,11,175.23,Saturday,15.93,175.23
FreshMart Group,2025-02-12,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0260,Strawberry,19,1756.36,Wednesday,92.44,1756.36
FreshMart Group,2025-02-03,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0261,Mosambi,5,189.25,Monday,37.85,189.25
FreshMart Group,2025-02-09,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0262,Orange,3,97.17,Sunday,32.39,97.17
FreshMart Group,2025-02-01,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0263,Bottle Gourd,5,292.2,Saturday,58.44,292.2
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0264,Spinach,6,116.82,Thursday,19.47,116.82
FreshMart Group,2025-02-21,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0265,Cauliflower,14,858.9,Friday,61.35,858.9
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0266,Mango,4,360.12,Thursday,90.03,360.12
FreshMart Group,2025-01-05,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0267,Mango,4,376.76,Sunday,94.19,376.76
FreshMart Group,2025-02-01,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0268,Pineapple,19,372.02,Saturday,19.58,372.02
FreshMart Group,2025-02-28,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0269,Blueberry,9,824.94,Friday,91.66,824.94
FreshMart Group,2025-01-30,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0270,Carrot,2,91.76,Thursday,45.88,91.76
FreshMart Group,2025-02-03,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0271,Mosambi,4,198.32,Monday,49.58,198.32
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0272,Cabbage,2,124.44,Thursday,62.22,124.44
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0273,Lettuce,3,261.15,Tuesday,87.05,261.15
FreshMart Group,2025-01-20,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0274,Cauliflower,8,262.64,Monday,32.83,262.64
FreshMart Group,2025-02-19,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0275,Pumpkin,7,326.55,Wednesday,46.65,326.55
FreshMart Group,2025-02-10,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0276,Bottle Gourd,6,383.1,Monday,63.85,383.1
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0277,Bottle Gourd,4,383.52,Thursday,95.88,383.52
FreshMart Group,2025-01-17,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0278,Bottle Gourd,20,432.0,Friday,21.6,432.0
FreshMart Group,2025-01-05,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0279,Potato,14,922.46,Sunday,65.89,922.46
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0280,Strawberry,5,287.7,Monday,57.54,287.7
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0281,Cabbage,7,406.84,Thursday,58.12,406.84
FreshMart Group,2025-01-06,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0282,Mango,1,51.99,Monday,51.99,51.99
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0283,Lemon,15,1243.65,Friday,82.91,1243.65
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0284,Blueberry,15,774.9,Wednesday,51.66,774.9
FreshMart Group,2025-01-29,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0285,Cauliflower,2,67.28,Wednesday,33.64,67.28
FreshMart Group,2025-02-15,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0286,Bottle Gourd,6,399.3,Saturday,66.55,399.3
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0287,Bottle Gourd,17,344.59,Friday,20.27,344.59
FreshMart Group,2025-01-16,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0288,Spinach,4,201.56,Thursday,50.39,201.56
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0289,Bottle Gourd,20,1975.0,Monday,98.75,1975.0
FreshMart Group,2025-01-29,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0290,Strawberry,3,156.0,Wednesday,52.0,156.0
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0291,Strawberry,14,1372.42,Thursday,98.03,1372.42
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0292,Plum,20,1699.6,Thursday,84.98,1699.6
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0293,Blueberry,11,523.82,Saturday,47.62,523.82
FreshMart Group,2025-01-28,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0294,Lettuce,14,1324.12,Tuesday,94.58,1324.12
FreshMart Group,2025-01-14,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0295,Lemon,5,379.25,Tuesday,75.85,379.25
FreshMart Group,2025-01-07,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0296,Orange,7,539.14,Tuesday,77.02,539.14
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0297,Beetroot,12,522.48,Saturday,43.54,522.48
FreshMart Group,2025-02-10,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0298,Bottle Gourd,18,1287.0,Monday,71.5,1287.0
FreshMart Group,2025-02-16,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0299,Carrot,16,1362.08,Sunday,85.13,1362.08
FreshMart Group,2025-01-04,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0300,Pineapple,18,193.86,Saturday,10.77,193.86
FreshMart Group,2025-03-02,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0301,Lettuce,7,308.42,Sunday,44.06,308.42
FreshMart Group,2025-01-27,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0302,Mosambi,20,1208.0,Monday,60.4,1208.0
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0303,Peach,14,1208.34,Tuesday,86.31,1208.34
FreshMart Group,2025-01-13,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0304,Cauliflower,17,1196.8,Monday,70.4,1196.8
FreshMart Group,2025-02-14,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0305,Orange,5,381.4,Friday,76.28,381.4
FreshMart Group,2025-03-02,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0306,Mosambi,1,86.27,Sunday,86.27,86.27
FreshMart Group,2025-01-22,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0307,Blueberry,16,629.76,Wednesday,39.36,629.76
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0308,Lemon,15,292.05,Thursday,19.47,292.05
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0309,Cauliflower,4,187.48,Saturday,46.87,187.48
FreshMart Group,2025-01-26,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0310,Strawberry,15,445.2,Sunday,29.68,445.2
FreshMart Group,2025-02-11,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0311,Cabbage,10,282.9,Tuesday,28.29,282.9
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0312,Potato,11,483.67,Thursday,43.97,483.67
FreshMart Group,2025-01-25,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0313,Blueberry,7,182.98,Saturday,26.14,182.98
FreshMart Group,2025-02-11,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0314,Spinach,13,375.18,Tuesday,28.86,375.18
FreshMart Group,2025-01-07,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0315,Orange,5,142.65,Tuesday,28.53,142.65
FreshMart Group,2025-01-29,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0316,Bottle Gourd,8,472.4,Wednesday,59.05,472.4
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0317,Mango,20,1562.8,Thursday,78.14,1562.8
FreshMart Group,2025-02-28,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0318,Mango,5,334.95,Friday,66.99,334.95
FreshMart Group,2025-02-02,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0319,Cabbage,19,1286.3,Sunday,67.7,1286.3
FreshMart Group,2025-02-25,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0320,Pineapple,1,32.34,Tuesday,32.34,32.34
FreshMart Group,2025-01-31,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0321,Orange,12,127.32,Friday,10.61,127.32
FreshMart Group,2025-01-14,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0322,Orange,11,694.21,Tuesday,63.11,694.21
FreshMart Group,2025-02-04,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0323,Blueberry,4,190.88,Tuesday,47.72,190.88
FreshMart Group,2025-01-25,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0324,Bottle Gourd,15,1028.85,Saturday,68.59,1028.85
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0325,Plum,15,381.75,Monday,25.45,381.75
FreshMart Group,2025-01-19,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0326,Bottle Gourd,14,455.98,Sunday,32.57,455.98
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0327,Beetroot,14,322.0,Thursday,23.0,322.0
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0328,Banana,7,655.76,Thursday,93.68,655.76
FreshMart Group,2025-02-14,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0329,Plum,16,590.4,Friday,36.9,590.4
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0330,Cabbage,13,864.11,Tuesday,66.47,864.11
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0331,Carrot,1,65.98,Saturday,65.98,65.98
FreshMart Group,2025-02-23,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0332,Blueberry,3,62.1,Sunday,20.7,62.1
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0333,Peach,13,165.1,Thursday,12.7,165.1
FreshMart Group,2025-02-27,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0334,Strawberry,11,203.83,Thursday,18.53,203.83
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0335,Lettuce,20,1271.0,Tuesday,63.55,1271.0
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0336,Bottle Gourd,14,373.1,Monday,26.65,373.1
FreshMart Group,2025-02-07,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0337,Carrot,9,102.42,Friday,11.38,102.42
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0338,Blueberry,3,221.91,Thursday,73.97,221.91
FreshMart Group,2025-01-15,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0339,Beetroot,9,469.26,Wednesday,52.14,469.26
FreshMart Group,2025-03-02,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0340,Carrot,1,51.61,Sunday,51.61,51.61
FreshMart Group,2025-02-25,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0341,Strawberry,4,102.8,Tuesday,25.7,102.8
FreshMart Group,2025-02-21,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0342,Blueberry,18,981.54,Friday,54.53,981.54
FreshMart Group,2025-02-24,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0343,Beetroot,6,488.4,Monday,81.4,488.4
FreshMart Group,2025-02-10,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0344,Lettuce,1,53.06,Monday,53.06,53.06
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0345,Cauliflower,10,478.9,Thursday,47.89,478.9
FreshMart Group,2025-01-03,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0346,Plum,9,730.08,Friday,81.12,730.08
FreshMart Group,2025-01-25,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0347,Bottle Gourd,11,622.6,Saturday,56.6,622.6
FreshMart Group,2025-01-14,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0348,Orange,7,290.08,Tuesday,41.44,290.08
FreshMart Group,2025-01-06,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0349,Plum,11,1010.68,Monday,91.88,1010.68
FreshMart Group,2025-01-16,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0350,Mosambi,19,1553.63,Thursday,81.77,1553.63
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0351,Beetroot,7,390.67,Thursday,55.81,390.67
FreshMart Group,2025-03-02,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0352,Lettuce,5,495.35,Sunday,99.07,495.35
FreshMart Group,2025-01-07,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0353,Pumpkin,12,1083.0,Tuesday,90.25,1083.0
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0354,Plum,8,125.84,Saturday,15.73,125.84
FreshMart Group,2025-02-18,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0355,Strawberry,1,70.08,Tuesday,70.08,70.08
FreshMart Group,2025-01-19,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0356,Pumpkin,8,122.48,Sunday,15.31,122.48
FreshMart Group,2025-02-23,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0357,Orange,10,943.6,Sunday,94.36,943.6
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0358,Pumpkin,7,453.88,Thursday,64.84,453.88
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0359,Carrot,8,125.36,Friday,15.67,125.36
FreshMart Group,2025-02-01,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0360,Banana,20,1907.8,Saturday,95.39,1907.8
FreshMart Group,2025-02-28,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0361,Spinach,10,941.3,Friday,94.13,941.3
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0362,Cauliflower,1,60.2,Wednesday,60.2,60.2
FreshMart Group,2025-01-27,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0363,Strawberry,4,145.6,Monday,36.4,145.6
FreshMart Group,2025-01-12,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0364,Beetroot,20,942.8,Sunday,47.14,942.8
FreshMart Group,2025-02-12,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0365,Strawberry,17,1561.62,Wednesday,91.86,1561.62
FreshMart Group,2025-02-25,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0366,Cabbage,9,366.03,Tuesday,40.67,366.03
FreshMart Group,2025-01-27,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0367,Beetroot,17,695.81,Monday,40.93,695.81
FreshMart Group,2025-01-22,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0368,Strawberry,13,332.93,Wednesday,25.61,332.93
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0369,Blueberry,18,1031.58,Saturday,57.31,1031.58
FreshMart Group,2025-01-30,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0370,Carrot,5,218.4,Thursday,43.68,218.4
FreshMart Group,2025-01-02,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0371,Cabbage,11,445.5,Thursday,40.5,445.5
FreshMart Group,2025-01-20,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0372,Mango,3,191.49,Monday,63.83,191.49
FreshMart Group,2025-01-22,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0373,Strawberry,9,849.51,Wednesday,94.39,849.51
FreshMart Group,2025-02-07,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0374,Cauliflower,6,354.84,Friday,59.14,354.84
FreshMart Group,2025-01-13,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0375,Strawberry,5,282.0,Monday,56.4,282.0
FreshMart Group,2025-01-31,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0376,Blueberry,19,699.01,Friday,36.79,699.01
